04.07.23 09:12	462	35-23	107	M4A2	10
04.07.23 10:35	492	35-23	107	М4А1	3
04.07.23 14:17	459	34-77	107	М4А1	30
04.07.23 15:51	632	31-82	107	119	2
04.07.23 18:19	619	32-47	107	119	16
05.07.23 01:04	330	33-37	107	119	4
05.07.23 01:50	330	33-37	107	119	3
05.07.23 12:09	485	34-76	107	119	2
05.07.23 12:54	735	34-56	107	119	1
05.07.23 14:03			Снаряд 1	Заряд 1	1
05.07.23 14:10			Снаряд 1	Заряд 1	0
05.07.23 14:10			Снаряд 1	Заряд 1	4
05.07.23 14:10			Снаряд 1	Заряд 1	4
